Word,Parts of speech,Suffix
ষড়্গুণ,বিশেষ্য,গুণ
ষড়্রস,বিশেষ্য,রস
ষণ্ডামর্ক,বিশেষ্য,মর্ক
ষণ্ডামার্কা,বিশেষণ,মার্কা
ষাঁড়াষাঁড়ি,বিশেষ্য,়াষাঁড়ি
ষাণ্মাতুর,বিশেষ্য,ুর
সংগঠক,বিশেষ্য,ক
সংঘট্ট,বিশেষ্য,্ট
সংবর্ধনা,বিশেষ্য,ধনা
সংমিশ্রণ,বিশেষ্য,রণ
সকর্মক,বিশেষণ,মক
সগর্ভা,বিশেষণ,্ভা
সড়সড়,বিশেষ্য,ড়
সড়োগড়ো,বিশেষণ,গড়ো
সত্তম,বিশেষণ,ম
সত্সাহস,বিশেষ্য,াহস
সদনুষ্ঠান,বিশেষ্য,ষ্ঠান
সনত্কুমার,বিশেষ্য,্কুমার
সনাথ,বিশেষণ,থ
সনির্বন্ধ,বিশেষণ,র্বন্ধ
সন্তত,বিশেষণ,তত
সন্ততি,বিশেষ্য,ততি
সন্তপ্ত,বিশেষণ,তপ্ত
সন্তরণ,বিশেষ্য,তরণ
সন্তর্পণ,বিশেষ্য,তর্পণ
সন্তাড়িত,বিশেষণ,তাড়িত
সন্তান,বিশেষ্য,তান
সন্তোলন,বিশেষ্য,তোলন
সন্তোষ,বিশেষ্য,তোষ
সন্ত্রস্ত,বিশেষণ,ত্রস্ত
সন্ত্রাস,বিশেষ্য,ত্রাস
সন্দর্ভ,বিশেষ্য,দর্ভ
সন্দষ্ট,বিশেষণ,দষ্ট
সন্দিহান,বিশেষণ,দিহান
সন্দীপন,বিশেষণ,দীপন
সন্দেহ,বিশেষ্য,দেহ
সন্ধান,বিশেষ্য,ধান
সন্ধিত,বিশেষণ,ধিত
সন্ধিত্সা,বিশেষ্য,ধিত্সা
সন্ধিনী,বিশেষ্য,ধিনী
সন্ধুক্ষণ,বিশেষ্য,ধুক্ষণ
সন্ধ্যা,বিশেষ্য,ধ্যা
সন্নত,বিশেষণ,নত
সন্নদ্ধ,বিশেষণ,নদ্ধ
সন্নাহ,বিশেষ্য,নাহ
সন্নিকট,বিশেষ্য,নিকট
সন্নিকর্ষ,বিশেষ্য,নিকর্ষ
সন্নিপাত,বিশেষ্য,নিপাত
সন্নিবদ্ধ,বিশেষণ,নিবদ্ধ
সন্নিবিষ্ট,বিশেষণ,নিবিষ্ট
সন্নিবৃত্ত,বিশেষণ,নিবৃত্ত
সন্নিবেশ,বিশেষ্য,নিবেশ
সন্নিভ,বিশেষণ,নিভ
সন্নিহিত,বিশেষণ,নিহিত
সন্নিয়োগ,বিশেষ্য,নিয়োগ
সন্ন্যস্ত,বিশেষণ,ন্যস্ত
সন্ন্যাস,বিশেষ্য,ন্যাস
সন্মার্গ,বিশেষ্য,মার্গ
সন্মিত্র,বিশেষ্য,মিত্র
সপত্নী,বিশেষ্য,্নী
সপরিবার,বিশেষণ,িবার
সপসপ,অব্যয়,প
সপিনা,বিশেষ্য,না
সপেটা,বিশেষ্য,টা
সপ্তাশীতি,বিশেষ্য,তাশীতি
সপ্তাহ,বিশেষ্য,তাহ
সফটওয়্যার,বিশেষ্য,য়্যার
সবজে,বিশেষণ,ে
সবত্স,বিশেষণ,্স
সবলোট,বিশেষণ,োট
সবিদ্য,বিশেষণ,দ্য
সবিস্ময়,বিশেষণ,স্ময়
সবৃদ্ধিক,বিশেষণ,দ্ধিক
সবেদা,বিশেষ্য,দা
সব্রীড়,বিশেষণ,রীড়
সমঝোতা,বিশেষ্য,োতা
সমন্বয়,বিশেষ্য,্বয়
সমবস্হ,বিশেষণ,স্হ
সমবায়,বিশেষ্য,ায়
সমবেত,বিশেষণ,েত
সমভিব্যাহার,বিশেষ্য,িব্যাহার
সমর্থক,বিশেষণ,্থক
সমলংকৃত,বিশেষণ,ংকৃত
সমষ্টি,বিশেষ্য,্টি
সমস্যমান,বিশেষণ,্যমান
সমস্যা,বিশেষ্য,্যা
সম়ৃদ্ধ,বিশেষণ,ৃদ্ধ
সমাকর্ষণ,বিশেষ্য,কর্ষণ
সমাকলন,বিশেষ্য,কলন
সমাকুল,বিশেষণ,কুল
সমাকৃতি,বিশেষ্য,কৃতি
সমাক্রান্ত,বিশেষণ,ক্রান্ত
সমাঘ্রাত,বিশেষণ,ঘ্রাত
সমাচ্ছন্ন,বিশেষণ,চ্ছন্ন
সমাধ্যায়ী,বিশেষণ,ধ্যায়ী
সমানুপাত,বিশেষ্য,নুপাত
সমানুভূতি,বিশেষ্য,নুভূতি
সমাপতন,বিশেষ্য,পতন
সমাবিষ্ট,বিশেষণ,বিষ্ট
সমাবেশ,বিশেষ্য,বেশ
সমারব্ধ,বিশেষণ,রব্ধ
সমারোহ,বিশেষ্য,রোহ
সমালোচক,বিশেষ্য,লোচক
সমাসন্ন,বিশেষণ,সন্ন
সমাসোক্তি,বিশেষ্য,সোক্তি
সমাহিত,বিশেষণ,হিত
সমীক্ষক,বিশেষণ,ক্ষক
সমীহ,বিশেষ্য,হ
সমীহা,বিশেষ্য,হা
সমুচিত,বিশেষণ,চিত
সমুচ্চ,বিশেষণ,চ্চ
সমুচ্চয়,বিশেষ্য,চ্চয়
সমুচ্ছেদ,বিশেষ্য,চ্ছেদ
সমুচ্ছ্বাস,বিশেষ্য,চ্ছ্বাস
সমুজ্জ্বল,বিশেষণ,জ্জ্বল
সমুত্কণ্ঠা,বিশেষ্য,ত্কণ্ঠা
সমুত্কর্ষ,বিশেষ্য,ত্কর্ষ
সমুত্কীর্ণ,বিশেষণ,ত্কীর্ণ
সমুত্পত্তি,বিশেষ্য,ত্পত্তি
সমুত্পাটন,বিশেষ্য,ত্পাটন
সমুত্সাদন,বিশেষ্য,ত্সাদন
সমুত্সুক,বিশেষণ,ত্সুক
সমুদ্গত,বিশেষণ,দ্গত
সমুদ্গম,বিশেষ্য,দ্গম
সমুদ্ধত,বিশেষণ,দ্ধত
সমুদ্ভব,বিশেষ্য,দ্ভব
সমুদ্ভাসিত,বিশেষণ,দ্ভাসিত
সমুদ্যত,বিশেষণ,দ্যত
সমুদ্যম,বিশেষ্য,দ্যম
সমুন্নত,বিশেষণ,ন্নত
সমুপেত,বিশেষণ,পেত
সমূহ,বিশেষ্য,হ
সম্পাদক,বিশেষণ,পাদক
সম্পূরক,বিশেষণ,পূরক
সম্পূরণ,বিশেষ্য,পূরণ
সম্পোষ্য,বিশেষণ,পোষ্য
সম্প্রচার,বিশেষণ,প্রচার
সম্প্রতি,অব্যয়,প্রতি
সম্প্রদান,বিশেষ্য,প্রদান
সম্প্রদায়,বিশেষ্য,প্রদায়
সম্প্রসারণ,বিশেষ্য,প্রসারণ
সম্প্রাপ্ত,বিশেষণ,প্রাপ্ত
সম্প্রীতি,বিশেষণ,প্রীতি
সম্বন্ধী,বিশেষণ,বন্ধী
সম্বোধা,ক্রিয়া,বোধা
সম্বোধি,বিশেষ্য,বোধি
সম্ভার,বিশেষ্য,ভার
সম্ভাষা,ক্রিয়া,ভাষা
সম্ভূয়সমুত্থান,বিশেষ্য,ভূয়সমুত্থান
সম্ভোগ,বিশেষ্য,ভোগ
সম্মার্জন,বিশেষ্য,মার্জন
সম্মুখ,বিশেষ্য,মুখ
সম্মূঢ়,বিশেষণ,মূঢ়
সম্মেলক,বিশেষণ,মেলক
সম্মেলন,বিশেষ্য,মেলন
সম্মোহ,বিশেষ্য,মোহ
সম্রাজ্ঞী,বিশেষ্য,রাজ্ঞী
সরখত,বিশেষ্য,ত
সরখেল,বিশেষ্য,েল
সরগরম,বিশেষণ,রম
সরঞ্জাম,বিশেষ্য,্জাম
সরপুঁটি,বিশেষ্য,ুঁটি
সরফরাজ,বিশেষ্য,রাজ
সরবরাহ,বিশেষ্য,রাহ
সরস্বতী,বিশেষ্য,্বতী
সরিদ্বরা,বিশেষ্য,দ্বরা
সরীসৃপ,বিশেষ্য,সৃপ
সরেস,বিশেষণ,স
সরোরুহ,বিশেষ্য,রুহ
সর্জমান,বিশেষণ,জমান
সর্জ্য,বিশেষ্য,জ্য
সর্পগন্ধা,বিশেষ্য,পগন্ধা
সর্বোদয়,বিশেষ্য,বোদয়
সর্ষপ,বিশেষ্য,ষপ
সসত্ত্ব,বিশেষণ,্ত্ব
সসম্ভ্রম,বিশেষণ,্ভ্রম
সসম্মান,বিশেষণ,্মান
সসাগর,বিশেষণ,গর
সসীম,বিশেষণ,ম
সসেমিরা,বিশেষ্য,মিরা
সসৈন্য,বিশেষণ,ন্য
সস্ত্রীক,বিশেষণ,ত্রীক
সস্নেহ,বিশেষণ,নেহ
সস্পৃহ,বিশেষণ,পৃহ
সহশিক্ষক,বিশেষ্য,িক্ষক
সহাবস্হান,বিশেষ্য,বস্হান
সহিংস,বিশেষণ,ংস
সহৃদয়,বিশেষণ,দয়
সাঁইত্রিশ,বিশেষ্য,ত্রিশ
সাঁওতাল,বিশেষ্য,তাল
সাঁজোয়া,বিশেষ্য,োয়া
সাঁড়াশি,বিশেষ্য,়াশি
সাংগঠানিক,বিশেষণ,ানিক
সাংগীতিক,বিশেষণ,তিক
সাংগ্রামিক,বিশেষণ,রামিক
সাক্ষীগোপাল,বিশেষ্য,োপাল
